qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3,name,year,code,surname
10172,1126,830,9,1,1,1:27.689,1:27.566,1:27.241,Miami Grand Prix,2024,VER,Verstappen
10192,1127,830,9,1,1,1:15.762,1:15.176,1:14.746,Emilia Romagna Grand Prix,2024,VER,Verstappen
10217,1128,830,9,1,6,1:11.711,1:10.745,1:10.567,Monaco Grand Prix,2024,VER,Verstappen
10233,1129,830,9,1,2,1:12.360,1:12.549,1:12.000,Canadian Grand Prix,2024,VER,Verstappen
10253,1130,830,9,1,2,1:12.306,1:11.653,1:11.403,Spanish Grand Prix,2024,VER,Verstappen
10272,1131,830,9,1,1,1:05.336,1:04.469,1:04.314,Austrian Grand Prix,2024,VER,Verstappen
10295,1132,830,9,1,4,1:31.342,1:26.796,1:26.203,British Grand Prix,2024,VER,Verstappen
7434,983,842,5,10,15,1:32.547,1:32.558,\N,Malaysian Grand Prix,2017,GAS,Gasly
7456,984,842,5,10,17,1:31.317,\N,\N,Japanese Grand Prix,2017,GAS,Gasly
7515,987,842,5,10,17,1:10.686,\N,\N,Brazilian Grand Prix,2017,GAS,Gasly
7536,988,842,5,10,17,1:39.724,\N,\N,Abu Dhabi Grand Prix,2017,GAS,Gasly
7559,989,842,5,10,20,1:25.295,\N,\N,Australian Grand Prix,2018,GAS,Gasly
7565,990,842,5,10,6,1:30.121,1:29.836,1:29.329,Bahrain Grand Prix,2018,GAS,Gasly
7596,991,842,5,10,17,1:34.101,\N,\N,Chinese Grand Prix,2018,GAS,Gasly
7616,992,842,5,10,17,1:44.496,\N,\N,Azerbaijan Grand Prix,2018,GAS,Gasly
7631,993,842,5,10,12,1:18.550,1:18.463,\N,Spanish Grand Prix,2018,GAS,Gasly
7647,994,842,5,10,10,1:12.941,1:12.313,1:12.221,Monaco Grand Prix,2018,GAS,Gasly
7673,995,842,5,10,16,1:13.047,\N,\N,Canadian Grand Prix,2018,GAS,Gasly
7693,996,842,5,10,14,1:32.447,1:32.460,\N,French Grand Prix,2018,GAS,Gasly
7711,997,842,5,10,12,1:05.011,1:04.874,\N,Austrian Grand Prix,2018,GAS,Gasly
7733,998,842,5,10,14,1:28.399,1:28.343,\N,British Grand Prix,2018,GAS,Gasly
7756,999,842,5,10,17,1:13.749,\N,\N,German Grand Prix,2018,GAS,Gasly
7763,1000,842,5,10,6,1:18.577,1:31.286,1:37.591,Hungarian Grand Prix,2018,GAS,Gasly
7790,1001,842,5,10,11,1:44.221,1:43.844,\N,Belgian Grand Prix,2018,GAS,Gasly
7808,1002,842,5,10,9,1:21.834,1:21.667,1:21.350,Italian Grand Prix,2018,GAS,Gasly
7834,1003,842,5,10,15,1:39.614,1:39.691,\N,Singapore Grand Prix,2018,GAS,Gasly
7852,1004,842,5,10,13,1:34.383,\N,\N,Russian Grand Prix,2018,GAS,Gasly
7866,1005,842,5,10,7,1:30.137,1:29.810,1:30.093,Japanese Grand Prix,2018,GAS,Gasly
7892,1006,842,5,10,13,1:34.850,\N,\N,United States Grand Prix,2018,GAS,Gasly
7913,1007,842,5,10,15,1:16.828,\N,\N,Mexican Grand Prix,2018,GAS,Gasly
7929,1008,842,5,10,10,1:09.046,1:08.616,1:09.029,Brazilian Grand Prix,2018,GAS,Gasly
7956,1009,842,5,10,17,1:38.166,\N,\N,Abu Dhabi Grand Prix,2018,GAS,Gasly
7976,1010,842,9,10,17,1:23.020,\N,\N,Australian Grand Prix,2019,GAS,Gasly
7992,1011,842,9,10,13,1:29.900,1:29.526,\N,Bahrain Grand Prix,2019,GAS,Gasly
8005,1012,842,9,10,6,1:33.863,1:32.948,1:32.930,Chinese Grand Prix,2019,GAS,Gasly
8037,1013,842,9,10,20,\N,\N,\N,Azerbaijan Grand Prix,2019,GAS,Gasly
8043,1014,842,9,10,6,1:17.862,1:16.932,1:16.708,Spanish Grand Prix,2019,GAS,Gasly
8062,1015,842,9,10,5,1:11.740,1:11.457,1:11.041,Monaco Grand Prix,2019,GAS,Gasly
8082,1016,842,9,10,5,1:12.023,1:11.196,1:11.079,Canadian Grand Prix,2019,GAS,Gasly
8106,1017,842,9,10,9,1:31.152,1:30.421,1:30.184,French Grand Prix,2019,GAS,Gasly
8126,1018,842,9,10,9,1:04.412,1:03.988,1:04.199,Austrian Grand Prix,2019,GAS,Gasly
8142,1019,842,9,10,5,1:26.273,1:26.038,1:25.590,British Grand Prix,2019,GAS,Gasly
8161,1020,842,9,10,4,1:12.991,1:12.385,1:12.522,German Grand Prix,2019,GAS,Gasly
8183,1021,842,9,10,6,1:16.716,1:16.393,1:15.450,Hungarian Grand Prix,2019,GAS,Gasly
8213,1022,842,5,10,16,1:46.435,\N,\N,Belgian Grand Prix,2019,GAS,Gasly
8232,1023,842,5,10,15,1:20.508,1:21.125,\N,Italian Grand Prix,2019,GAS,Gasly
8249,1024,842,5,10,12,1:39.085,1:38.699,\N,Singapore Grand Prix,2019,GAS,Gasly
8268,1025,842,5,10,11,1:34.456,1:33.950,\N,Russian Grand Prix,2019,GAS,Gasly
8286,1026,842,5,10,9,1:29.411,1:28.779,1:28.836,Japanese Grand Prix,2019,GAS,Gasly
8307,1027,842,5,10,10,1:17.065,1:16.679,1:16.586,Mexican Grand Prix,2019,GAS,Gasly
8327,1028,842,5,10,10,1:33.556,1:33.715,1:33.601,United States Grand Prix,2019,GAS,Gasly
8344,1029,842,5,10,7,1:08.909,1:08.770,1:08.837,Brazilian Grand Prix,2019,GAS,Gasly
8369,1030,842,5,10,12,1:37.198,1:37.089,\N,Abu Dhabi Grand Prix,2019,GAS,Gasly
8389,1031,842,213,10,12,1:04.603,1:04.305,\N,Austrian Grand Prix,2020,GAS,Gasly
8405,1032,842,213,10,8,1:20.192,1:18.744,1:21.028,Styrian Grand Prix,2020,GAS,Gasly
8426,1033,842,213,10,10,1:15.767,1:15.508,\N,Hungarian Grand Prix,2020,GAS,Gasly
8448,1034,842,213,10,11,1:26.343,1:26.501,\N,British Grand Prix,2020,GAS,Gasly
8464,1035,842,213,10,7,1:27.154,1:26.523,1:26.534,70th Anniversary Grand Prix,2020,GAS,Gasly
8487,1036,842,213,10,10,1:17.356,1:16.800,1:17.136,Spanish Grand Prix,2020,GAS,Gasly
8509,1037,842,213,10,12,1:43.262,1:42.745,\N,Belgian Grand Prix,2020,GAS,Gasly
8527,1038,842,213,10,10,1:20.145,1:19.909,1:20.177,Italian Grand Prix,2020,GAS,Gasly
8553,1039,842,213,10,16,1:17.125,\N,\N,Tuscan Grand Prix,2020,GAS,Gasly
8566,1040,842,213,10,9,1:33.734,1:33.139,1:33.000,Russian Grand Prix,2020,GAS,Gasly
8589,1041,842,213,10,12,1:27.072,1:26.776,\N,Eifel Grand Prix,2020,GAS,Gasly
8623,1042,842,213,10,9,1:17.209,1:17.367,1:17.803,Portuguese Grand Prix,2020,GAS,Gasly
8638,1043,842,213,10,4,1:15.183,1:14.681,1:14.502,Emilia Romagna Grand Prix,2020,GAS,Gasly
8669,1044,842,213,10,15,2:05.579,1:58.556,\N,Turkish Grand Prix,2020,GAS,Gasly
8682,1045,842,213,10,8,1:28.971,1:29.008,1:28.448,Bahrain Grand Prix,2020,GAS,Gasly
8703,1046,842,213,10,9,0:54.207,0:53.941,0:54.154,Sakhir Grand Prix,2020,GAS,Gasly
8724,1047,842,213,10,10,1:36.545,1:36.282,1:36.242,Abu Dhabi Grand Prix,2020,GAS,Gasly
8739,1052,842,213,10,5,1:30.848,1:30.513,1:29.809,Bahrain Grand Prix,2021,GAS,Gasly
8759,1053,842,213,10,5,1:15.548,1:14.927,1:14.790,Emilia Romagna Grand Prix,2021,GAS,Gasly
8783,1054,842,213,10,9,1:19.464,1:19.052,1:19.475,Portuguese Grand Prix,2021,GAS,Gasly
8806,1055,842,213,10,12,1:18.190,1:17.982,\N,Spanish Grand Prix,2021,GAS,Gasly
8820,1056,842,213,10,6,1:11.560,1:11.179,1:10.900,Monaco Grand Prix,2021,GAS,Gasly
8837,1057,842,213,10,4,1:42.288,1:41.932,1:41.565,Azerbaijan Grand Prix,2021,GAS,Gasly
8859,1059,842,213,10,6,1:31.898,1:31.353,1:30.868,French Grand Prix,2021,GAS,Gasly
8879,1058,842,213,10,6,1:04.765,1:04.429,1:04.236,Styrian Grand Prix,2021,GAS,Gasly
8899,1060,842,213,10,6,1:04.841,1:04.412,1:04.107,Austrian Grand Prix,2021,GAS,Gasly
8925,1061,842,213,10,12,1:27.600,1:27.273,\N,British Grand Prix,2021,GAS,Gasly
8938,1062,842,213,10,5,1:16.874,1:16.394,1:16.483,Hungarian Grand Prix,2021,GAS,Gasly
8959,1063,842,213,10,6,2:00.387,1:56.440,2:01.164,Belgian Grand Prix,2021,GAS,Gasly
8977,1064,842,213,10,4,1:10.274,1:09.541,1:09.478,Dutch Grand Prix,2021,GAS,Gasly
8999,1065,842,213,10,6,1:21.440,1:20.556,1:20.260,Italian Grand Prix,2021,GAS,Gasly
9025,1066,842,213,10,12,1:47.828,1:46.641,\N,Russian Grand Prix,2021,GAS,Gasly
9040,1067,842,213,10,5,1:24.704,1:23.817,1:23.326,Turkish Grand Prix,2021,GAS,Gasly
9064,1069,842,213,10,9,1:34.567,1:34.583,1:34.118,United States Grand Prix,2021,GAS,Gasly
9080,1070,842,213,10,5,1:16.908,1:16.955,1:16.456,Mexico City Grand Prix,2021,GAS,Gasly
9100,1071,842,213,10,5,1:09.347,1:08.903,1:08.777,São Paulo Grand Prix,2021,GAS,Gasly
9119,1051,842,213,10,4,1:22.535,1:21.728,1:21.640,Qatar Grand Prix,2021,GAS,Gasly
9141,1072,842,213,10,6,1:28.401,1:28.314,1:28.125,Saudi Arabian Grand Prix,2021,GAS,Gasly
9167,1073,842,213,10,12,1:23.489,1:24.043,\N,Abu Dhabi Grand Prix,2021,GAS,Gasly
9185,1074,842,213,10,10,1:32.096,1:31.635,1:32.338,Bahrain Grand Prix,2022,GAS,Gasly
9221,1075,842,213,10,9,1:29.891,1:29.418,1:29.254,Saudi Arabian Grand Prix,2022,GAS,Gasly
9243,1076,842,213,10,11,1:19.580,1:19.226,\N,Australian Grand Prix,2022,GAS,Gasly
9269,1077,842,213,10,17,1:20.732,\N,\N,Emilia Romagna Grand Prix,2022,GAS,Gasly
9279,1078,842,213,10,7,1:30.779,1:30.128,1:29.690,Miami Grand Prix,2022,GAS,Gasly
9306,1079,842,213,10,14,1:20.719,1:20.861,\N,Spanish Grand Prix,2022,GAS,Gasly
9329,1080,842,213,10,17,1:13.660,\N,\N,Monaco Grand Prix,2022,GAS,Gasly
9338,1081,842,213,10,6,1:43.268,1:43.129,1:42.845,Azerbaijan Grand Prix,2022,GAS,Gasly
9368,1082,842,213,10,16,1:34.492,\N,\N,Canadian Grand Prix,2022,GAS,Gasly
9383,1083,842,213,10,11,1:41.680,1:43.702,\N,British Grand Prix,2022,GAS,Gasly
9402,1084,842,213,10,10,1:06.589,1:06.160,\N,Austrian Grand Prix,2022,GAS,Gasly
9428,1085,842,213,10,16,1:33.439,\N,\N,French Grand Prix,2022,GAS,Gasly
9451,1086,842,213,10,19,1:19.527,\N,\N,Hungarian Grand Prix,2022,GAS,Gasly
9464,1087,842,213,10,12,1:46.183,1:45.827,\N,Belgian Grand Prix,2022,GAS,Gasly
9483,1088,842,213,10,11,1:11.705,1:11.512,\N,Dutch Grand Prix,2022,GAS,Gasly
9501,1089,842,213,10,9,1:22.010,1:22.062,1:22.648,Italian Grand Prix,2022,GAS,Gasly
9519,1091,842,213,10,7,1:55.606,1:53.546,1:51.211,Singapore Grand Prix,2022,GAS,Gasly
9549,1092,842,213,10,17,1:31.322,\N,\N,Japanese Grand Prix,2022,GAS,Gasly
9565,1093,842,213,10,13,1:36.577,1:36.740,\N,United States Grand Prix,2022,GAS,Gasly
9586,1094,842,213,10,14,1:20.256,1:19.672,\N,Mexico City Grand Prix,2022,GAS,Gasly
9604,1095,842,213,10,12,1:14.371,1:11.675,\N,São Paulo Grand Prix,2022,GAS,Gasly
9629,1096,842,213,10,17,1:25.859,\N,\N,Abu Dhabi Grand Prix,2022,GAS,Gasly
9652,1098,842,214,10,20,1:32.181,\N,\N,Bahrain Grand Prix,2023,GAS,Gasly
9662,1099,842,214,10,10,1:29.890,1:29.411,1:29.357,Saudi Arabian Grand Prix,2023,GAS,Gasly
9681,1100,842,214,10,9,1:18.312,1:17.574,1:17.675,Australian Grand Prix,2023,GAS,Gasly
9711,1101,842,214,10,19,1:44.853,\N,\N,Azerbaijan Grand Prix,2023,GAS,Gasly
9717,1102,842,214,10,5,1:28.061,1:27.612,1:27.786,Miami Grand Prix,2023,GAS,Gasly
9739,1104,842,214,10,7,1:13.033,1:12.169,1:11.933,Monaco Grand Prix,2023,GAS,Gasly
9756,1105,842,214,10,4,1:13.471,1:13.186,1:12.816,Spanish Grand Prix,2023,GAS,Gasly
9789,1106,842,214,10,17,1:22.886,\N,\N,Canadian Grand Prix,2023,GAS,Gasly
9801,1107,842,214,10,9,1:05.515,1:05.308,1:05.170,Austrian Grand Prix,2023,GAS,Gasly
9822,1108,842,214,10,10,1:29.533,1:28.751,1:27.689,British Grand Prix,2023,GAS,Gasly
9847,1109,842,214,10,15,1:18.743,1:18.217,\N,Hungarian Grand Prix,2023,GAS,Gasly
9864,1110,842,214,10,12,1:59.511,1:53.671,\N,Belgian Grand Prix,2023,GAS,Gasly
9884,1111,842,214,10,12,1:21.735,1:20.128,\N,Dutch Grand Prix,2023,GAS,Gasly
9909,1112,842,214,10,17,1:22.545,\N,\N,Italian Grand Prix,2023,GAS,Gasly
9924,1113,842,214,10,12,1:32.452,1:32.274,\N,Singapore Grand Prix,2023,GAS,Gasly
9944,1114,842,214,10,12,1:30.843,1:30.509,\N,Japanese Grand Prix,2023,GAS,Gasly
9959,1115,842,214,10,7,1:25.566,1:24.918,1:24.553,Qatar Grand Prix,2023,GAS,Gasly
9979,1116,842,214,10,7,1:36.158,1:35.496,1:35.089,United States Grand Prix,2023,GAS,Gasly
10003,1117,842,214,10,11,1:18.945,1:18.521,\N,Mexico City Grand Prix,2023,GAS,Gasly
10025,1118,842,214,10,13,1:10.793,1:10.567,\N,São Paulo Grand Prix,2023,GAS,Gasly
10037,1119,842,214,10,5,1:34.272,1:33.494,1:33.239,Las Vegas Grand Prix,2023,GAS,Gasly
10062,1120,842,214,10,10,1:24.600,1:24.078,1:24.548,Abu Dhabi Grand Prix,2023,GAS,Gasly
10092,1121,842,214,10,20,1:30.948,\N,\N,Bahrain Grand Prix,2024,GAS,Gasly
10110,1122,842,214,10,18,1:29.479,,,Saudi Arabian Grand Prix,2024,GAS,Gasly
10129,1123,842,214,10,17,1:17.982,\N,\N,Australian Grand Prix,2024,GAS,Gasly
10148,1124,842,214,10,17,1:30.119,\N,\N,Japanese Grand Prix,2024,GAS,Gasly
10166,1125,842,214,10,15,1:35.287,1:35.463,\N,Chinese Grand Prix,2024,GAS,Gasly
10183,1126,842,214,10,12,1:27.976,1:28.324,\N,Miami Grand Prix,2024,GAS,Gasly
10206,1127,842,214,10,15,1:16.015,1:16.381,,Emilia Romagna Grand Prix,2024,GAS,Gasly
10221,1128,842,214,10,10,1:11.714,1:10.896,1:11.311,Monaco Grand Prix,2024,GAS,Gasly
10246,1129,842,214,10,15,1:13.289,1:12.940,\N,Canadian Grand Prix,2024,GAS,Gasly
10258,1130,842,214,10,7,1:12.651,1:12.079,1:11.857,Spanish Grand Prix,2024,GAS,Gasly
10284,1131,842,214,10,13,1:05.598,1:05.359,\N,Austrian Grand Prix,2024,GAS,Gasly
10311,1132,842,214,10,20,1:39.804,\N,\N,British Grand Prix,2024,GAS,Gasly
7972,1010,848,5,23,13,1:22.757,1:22.636,\N,Australian Grand Prix,2019,ALB,Albon
7991,1011,848,5,23,12,1:29.514,1:29.513,\N,Bahrain Grand Prix,2019,ALB,Albon
8029,1013,848,5,23,12,1:42.154,1:42.494,\N,Azerbaijan Grand Prix,2019,ALB,Albon
8049,1014,848,5,23,12,1:17.796,1:17.445,\N,Spanish Grand Prix,2019,ALB,Albon
8067,1015,848,5,23,10,1:12.007,1:11.429,1:11.653,Monaco Grand Prix,2019,ALB,Albon
8091,1016,848,5,23,14,1:12.020,1:12.193,\N,Canadian Grand Prix,2019,ALB,Albon
8108,1017,848,5,23,11,1:31.445,1:30.461,\N,French Grand Prix,2019,ALB,Albon
8130,1018,848,5,23,13,1:04.708,1:04.665,\N,Austrian Grand Prix,2019,ALB,Albon
8146,1019,848,5,23,9,1:26.482,1:26.403,1:26.345,British Grand Prix,2019,ALB,Albon
8174,1020,848,5,23,17,1:13.461,\N,\N,German Grand Prix,2019,ALB,Albon
8189,1021,848,5,23,12,1:16.912,1:16.687,\N,Hungarian Grand Prix,2019,ALB,Albon
8211,1022,848,9,23,14,1:45.528,1:45.799,\N,Belgian Grand Prix,2019,ALB,Albon
8225,1023,848,9,23,8,1:20.382,1:20.021,\N,Italian Grand Prix,2019,ALB,Albon
8243,1024,848,9,23,6,1:39.106,1:37.865,1:37.411,Singapore Grand Prix,2019,ALB,Albon
8276,1025,848,9,23,19,1:39.197,\N,\N,Russian Grand Prix,2019,ALB,Albon
8283,1026,848,9,23,6,1:29.351,1:28.156,1:27.851,Japanese Grand Prix,2019,ALB,Albon
8302,1027,848,9,23,5,1:16.175,1:16.574,1:15.336,Mexican Grand Prix,2019,ALB,Albon
8323,1028,848,9,23,6,1:33.984,1:32.898,1:32.548,United States Grand Prix,2019,ALB,Albon
8343,1029,848,9,23,6,1:08.503,1:08.117,1:07.935,Brazilian Grand Prix,2019,ALB,Albon
8363,1030,848,9,23,6,1:36.102,1:36.718,1:35.682,Abu Dhabi Grand Prix,2019,ALB,Albon
8382,1031,848,9,23,5,1:04.661,1:03.746,1:03.868,Austrian Grand Prix,2020,ALB,Albon
8404,1032,848,9,23,7,1:20.882,1:19.014,1:21.011,Styrian Grand Prix,2020,ALB,Albon
8429,1033,848,9,23,13,1:15.722,1:15.715,\N,Hungarian Grand Prix,2020,ALB,Albon
8449,1034,848,9,23,12,1:26.565,1:26.545,\N,British Grand Prix,2020,ALB,Albon
8466,1035,848,9,23,9,1:27.153,1:26.642,1:26.669,70th Anniversary Grand Prix,2020,ALB,Albon
8483,1036,848,9,23,6,1:17.419,1:17.163,1:17.029,Spanish Grand Prix,2020,ALB,Albon
8502,1037,848,9,23,5,1:43.418,1:42.193,1:42.264,Belgian Grand Prix,2020,ALB,Albon
8526,1038,848,9,23,9,1:21.104,1:20.064,1:20.090,Italian Grand Prix,2020,ALB,Albon
8541,1039,848,9,23,4,1:16.527,1:15.914,1:15.954,Tuscan Grand Prix,2020,ALB,Albon
8567,1040,848,9,23,10,1:33.919,1:33.153,1:33.008,Russian Grand Prix,2020,ALB,Albon
8582,1041,848,9,23,5,1:27.126,1:26.285,1:26.047,Eifel Grand Prix,2020,ALB,Albon
8620,1042,848,9,23,6,1:17.435,1:17.411,1:17.437,Portuguese Grand Prix,2020,ALB,Albon
8640,1043,848,9,23,6,1:15.402,1:14.745,1:14.572,Emilia Romagna Grand Prix,2020,ALB,Albon
8658,1044,848,9,23,4,1:59.431,1:52.282,1:50.448,Turkish Grand Prix,2020,ALB,Albon
8678,1045,848,9,23,4,1:28.732,1:28.749,1:28.274,Bahrain Grand Prix,2020,ALB,Albon
8706,1046,848,9,23,12,0:54.620,0:54.026,\N,Sakhir Grand Prix,2020,ALB,Albon
8719,1047,848,9,23,5,1:36.106,1:35.654,1:35.571,Abu Dhabi Grand Prix,2020,ALB,Albon
9189,1074,848,3,23,14,1:32.726,1:32.664,\N,Bahrain Grand Prix,2022,ALB,Albon
9229,1075,848,3,23,17,1:30.492,\N,\N,Saudi Arabian Grand Prix,2022,ALB,Albon
9248,1076,848,3,23,16,1:20.135,\N,\N,Australian Grand Prix,2022,ALB,Albon
9272,1077,848,3,23,20,\N,\N,\N,Emilia Romagna Grand Prix,2022,ALB,Albon
9290,1078,848,3,23,18,1:31.266,\N,\N,Miami Grand Prix,2022,ALB,Albon
9311,1079,848,3,23,19,1:21.645,\N,\N,Spanish Grand Prix,2022,ALB,Albon
9328,1080,848,3,23,16,1:13.611,\N,\N,Monaco Grand Prix,2022,ALB,Albon
9349,1081,848,3,23,17,1:44.719,\N,\N,Azerbaijan Grand Prix,2022,ALB,Albon
9364,1082,848,3,23,12,1:34.047,1:26.858,\N,Canadian Grand Prix,2022,ALB,Albon
9388,1083,848,3,23,16,1:42.078,\N,\N,British Grand Prix,2022,ALB,Albon
9403,1084,848,3,23,11,1:06.516,1:06.230,\N,Austrian Grand Prix,2022,ALB,Albon
9427,1085,848,3,23,15,1:33.423,1:33.307,\N,French Grand Prix,2022,ALB,Albon
9449,1086,848,3,23,17,1:19.256,\N,\N,Hungarian Grand Prix,2022,ALB,Albon
9461,1087,848,3,23,9,1:45.672,1:45.675,1:45.837,Belgian Grand Prix,2022,ALB,Albon
9487,1088,848,3,23,15,1:11.695,1:11.802,\N,Dutch Grand Prix,2022,ALB,Albon
9531,1091,848,3,23,19,1:56.985,\N,\N,Singapore Grand Prix,2022,ALB,Albon
9548,1092,848,3,23,16,1:31.311,\N,\N,Japanese Grand Prix,2022,ALB,Albon
9563,1093,848,3,23,11,1:36.932,1:36.368,\N,United States Grand Prix,2022,ALB,Albon
9591,1094,848,3,23,19,1:20.859,\N,\N,Mexico City Grand Prix,2022,ALB,Albon
9603,1095,848,3,23,11,1:14.324,1:11.631,\N,São Paulo Grand Prix,2022,ALB,Albon
9631,1096,848,3,23,19,1:26.028,\N,\N,Abu Dhabi Grand Prix,2022,ALB,Albon
9647,1098,848,3,23,15,1:31.461,\N,\N,Bahrain Grand Prix,2023,ALB,Albon
9669,1099,848,3,23,17,1:29.994,\N,\N,Saudi Arabian Grand Prix,2023,ALB,Albon
9680,1100,848,3,23,8,1:17.962,1:17.761,1:17.609,Australian Grand Prix,2023,ALB,Albon
9705,1101,848,3,23,13,1:42.171,1:41.818,\N,Azerbaijan Grand Prix,2023,ALB,Albon
9723,1102,848,3,23,11,1:28.234,1:27.795,\N,Miami Grand Prix,2023,ALB,Albon
9745,1104,848,3,23,13,1:12.706,1:12.527,\N,Monaco Grand Prix,2023,ALB,Albon
9770,1105,848,3,23,18,1:14.063,\N,\N,Spanish Grand Prix,2023,ALB,Albon
9782,1106,848,3,23,10,1:21.938,1:18.725,\N,Canadian Grand Prix,2023,ALB,Albon
9802,1107,848,3,23,10,1:05.673,1:05.387,1:05.823,Austrian Grand Prix,2023,ALB,Albon
9820,1108,848,3,23,8,1:29.466,1:28.067,1:27.530,British Grand Prix,2023,ALB,Albon
9848,1109,848,3,23,16,1:18.917,\N,\N,Hungarian Grand Prix,2023,ALB,Albon
9868,1110,848,3,23,16,2:00.314,\N,\N,Belgian Grand Prix,2023,ALB,Albon
9876,1111,848,3,23,4,1:20.939,1:19.399,1:11.419,Dutch Grand Prix,2023,ALB,Albon
9898,1112,848,3,23,6,1:21.661,1:21.272,1:20.760,Italian Grand Prix,2023,ALB,Albon
9926,1113,848,3,23,14,1:32.668,1:33.719,\N,Singapore Grand Prix,2023,ALB,Albon
9945,1114,848,3,23,13,1:30.941,1:30.537,\N,Japanese Grand Prix,2023,ALB,Albon
9966,1115,848,3,23,14,1:26.118,1:25.707,\N,Qatar Grand Prix,2023,ALB,Albon
9990,1116,848,3,23,18,1:36.315,\N,\N,United States Grand Prix,2023,ALB,Albon
10006,1117,848,3,23,14,1:18.828,1:19.147,\N,Mexico City Grand Prix,2023,ALB,Albon
10027,1118,848,3,23,15,1:10.621,1:10.840,\N,São Paulo Grand Prix,2023,ALB,Albon
10038,1119,848,3,23,6,1:34.634,1:33.588,1:33.323,Las Vegas Grand Prix,2023,ALB,Albon
10066,1120,848,3,23,14,1:24.298,1:24.439,,Abu Dhabi Grand Prix,2023,ALB,Albon
10085,1121,848,3,23,13,1:30.397,1:30.221,\N,Bahrain Grand Prix,2024,ALB,Albon
10104,1122,848,3,23,12,1:29.107,1:28.980,,Saudi Arabian Grand Prix,2024,ALB,Albon
10124,1123,848,3,23,12,1:17.130,1:17.167,\N,Australian Grand Prix,2024,ALB,Albon
10145,1124,848,3,23,14,1:29.963,1:29.714,\N,Japanese Grand Prix,2024,ALB,Albon
10165,1125,848,3,23,14,1:35.384,1:35.241,\N,Chinese Grand Prix,2024,ALB,Albon
10185,1126,848,3,23,14,1:28.343,1:28.413,\N,Miami Grand Prix,2024,ALB,Albon
10205,1127,848,3,23,14,1:16.524,1:16.200,,Emilia Romagna Grand Prix,2024,ALB,Albon
10220,1128,848,3,23,9,1:11.623,1:11.216,1:10.948,Monaco Grand Prix,2024,ALB,Albon
10241,1129,848,3,23,10,1:12.896,1:12.485,1:12.796,Canadian Grand Prix,2024,ALB,Albon
10270,1130,848,3,23,19,1:13.153,\N,\N,Spanish Grand Prix,2024,ALB,Albon
10287,1131,848,3,23,16,1:05.736,\N,\N,Austrian Grand Prix,2024,ALB,Albon
10300,1132,848,3,23,9,1:31.135,1:26.933,1:26.640,British Grand Prix,2024,ALB,Albon
